新闻类别	标题	发布时间	链接详情	新闻内容
military	国防部：中伊俄海上联演不针对任何特定国家	2024-03-28	http://military.people.com.cn/n1/2024/0328/c1011-40205572.html	吴谦表示，携手合作，共护安全。中伊俄三方目前已多次开展海上联合演习，对于加强三国海军合作交流、共同维护地区海上安全具有重要意义。中方愿与各方积极开展海上安全合作交流，为地区和平稳定作出新的更大贡献。
military	国防部介绍第8次中国—北约安全政策对话情况	2024-03-28	http://military.people.com.cn/n1/2024/0328/c1011-40205571.html	人民网北京3月28日电 （陈羽）今天下午，国防部举行例行记者会，国防部新闻局局长、国防部新闻发言人吴谦大校回答了记者提问。
military	国防部介绍第8次中国—北约安全政策对话情况	2024-03-28	http://military.people.com.cn/n1/2024/0328/c1011-40205571.html	有记者问：据报道，前不久中国与北约举行了第8次安全政策对话。发言人能否进一步介绍有关情况。
military	国防部介绍第8次中国—北约安全政策对话情况	2024-03-28	http://military.people.com.cn/n1/2024/0328/c1011-40205571.html	吴谦介绍，本月中旬，中央军委国际军事合作办公室与北约国际军事参谋部合作安全部就国际和地区形势、双方防务交流等共同关心的问题交换意见，中方就北约东进亚太、台湾问题等表达关切、阐明立场，双方同意继续保持沟通对话。此外，本月以来，中方还分别与欧盟、德国举行了安全政策对话、国防部工作对话。
military	国防部：厦金海域不存在所谓“禁止、限制水域”	2024-03-28	http://military.people.com.cn/n1/2024/0328/c1011-40205568.html	人民网北京3月28日电 （陈羽）今天下午，国防部举行例行记者会，国防部新闻局局长、国防部新闻发言人吴谦大校回答了记者提问。
military	国防部：厦金海域不存在所谓“禁止、限制水域”	2024-03-28	http://military.people.com.cn/n1/2024/0328/c1011-40205568.html	有记者问：据报道，前不久中国海警船首次进入台所谓金门“禁止水域”开展执法巡查行动。请问发言人这是否是大陆对“2·14”恶性撞船事件的反制？
military	国防部：厦金海域不存在所谓“禁止、限制水域”	2024-03-28	http://military.people.com.cn/n1/2024/0328/c1011-40205568.html	吴谦强调，台湾是中国的台湾，厦金海域根本不存在所谓“禁止、限制水域”。大陆海警部门开展常态化执法巡查行动，有利于维护相关海域正常秩序，保障两岸渔民生命财产安全。在“2·14”恶性撞船事件中，民进党当局草菅人命、推诿卸责，已激起两岸同胞公愤，他们必须要给大家一个清清楚楚的交代。解放军密切关注海上事态，做足处置突发情况的准备，坚决维护台海地区和平稳定。
military	国防部：中国发展武器装备坚持独立自主、自力更生、自主创新	2024-03-28	http://military.people.com.cn/n1/2024/0328/c1011-40205567.html	人民网北京3月28日电 （陈羽）今天下午，国防部举行例行记者会，国防部新闻局局长、国防部新闻发言人吴谦大校回答了记者提问。
military	国防部：中国发展武器装备坚持独立自主、自力更生、自主创新	2024-03-28	http://military.people.com.cn/n1/2024/0328/c1011-40205567.html	有记者问：据报道，瑞典斯德哥尔摩国际和平研究所发布《2023年国际武器转让趋势》称，2019至2023年中国武器进口量较此前5年下降44%，这源于中国自主设计、生产主要武器的能力不断提高。中国向40个国家出口武器，总量占全球总出口额5.8%，为全球第四大武器出口国。请问发言人有何评论？
military	国防部：中国发展武器装备坚持独立自主、自力更生、自主创新	2024-03-28	http://military.people.com.cn/n1/2024/0328/c1011-40205567.html	吴谦表示，中国的武器装备发展，始终坚持独立自主、自力更生、自主创新的原则，主要依靠自己的力量进行研制和生产。同时，中国政府对军品出口一向采取慎重、负责的态度，依据中国承担的国际义务和国内法律法规对军品出口进行严格管理，遵循军品出口三原则：即有助于接受国的正当自卫能力；不损害有关地区和世界的和平、安全与稳定；不干涉接受国内政。
military	国防部：军委后勤保障部与国内高校签订联合培养框架协议	2024-03-28	http://military.people.com.cn/n1/2024/0328/c1011-40205566.html	人民网北京3月28日电 （陈羽）今天下午，国防部举行例行记者会，国防部新闻局局长、国防部新闻发言人吴谦大校回答了记者提问。
military	国防部：军委后勤保障部与国内高校签订联合培养框架协议	2024-03-28	http://military.people.com.cn/n1/2024/0328/c1011-40205566.html	有记者问：据报道，军委后勤保障部近日与中央财经大学签署战略合作办学协议，并在该校挂牌设立“中央军委后勤保障部财经人才培养基地”。请发言人进一步介绍有关情况。
military	国防部：军委后勤保障部与国内高校签订联合培养框架协议	2024-03-28	http://military.people.com.cn/n1/2024/0328/c1011-40205566.html	吴谦介绍，近日，中央军委后勤保障部与中央财经大学等国内知名高校签订联合培养框架协议，挂牌设立“财经人才培养基地”，建立人才培养常态合作机制。这是深入贯彻军委人才工作会议精神、推动人才领域开放融合的重要举措，旨在充分利用地方高校优质资源，加快提升人才队伍素质转型升级，为军队财经领域改革和专业队伍建设提供有力技术支撑。
military	国防部：军委后勤保障部与国内高校签订联合培养框架协议	2024-03-28	http://military.people.com.cn/n1/2024/0328/c1011-40205566.html	吴谦表示，军地双方本着“平等互利、优势互补、合作共赢”原则，围绕“业务培训、人才输送、学历升级、课题研究、智库咨询、国防教育、党建活动”等7个方面开展合作。下步，中央军委后勤保障部还将陆续与上海财经大学、西南财经大学、中南财经政法大学、东北财经大学4所高校签订合作框架协议，努力把“财经人才培养基地”打造成培养军队财经骨干的高端平台，打造成高校学子携笔从戎的绿色通道，打造成新时代军地合作的示范标杆。
military	国防部：藏南地区自古以来就是中国领土	2024-03-28	http://military.people.com.cn/n1/2024/0328/c1011-40205564.html	人民网北京3月28日电 （陈羽）今天下午，国防部举行例行记者会，国防部新闻局局长、国防部新闻发言人吴谦大校回答了记者提问。
military	国防部：藏南地区自古以来就是中国领土	2024-03-28	http://military.people.com.cn/n1/2024/0328/c1011-40205564.html	有记者问：据报道，印度国防部称中方主张藏南地区是中国固有领土是“荒谬”的，并称“阿鲁纳恰尔邦”是印度不可分割的一部分。美方也称“阿鲁纳恰尔邦”是印度领土，反对通过军事或民事手段突破实控线。请问发言人有何回应？
military	国防部：藏南地区自古以来就是中国领土	2024-03-28	http://military.people.com.cn/n1/2024/0328/c1011-40205564.html	吴谦说，藏南地区自古以来就是中国领土，这是不容否认的事实，哪来的什么“阿鲁纳恰尔邦”？
military	国防部：藏南地区自古以来就是中国领土	2024-03-28	http://military.people.com.cn/n1/2024/0328/c1011-40205564.html	吴谦表示，美方在挑动他国争端、实现一己私利方面有着很差的历史记录，国际社会对此看得很清楚。中印之间有完善的涉边机制和沟通渠道，双方有能力、有意愿通过对话协商妥处边界问题。
military	国防部：解放军和武警部队官兵紧急出动投入抢险救灾	2024-01-25	http://military.people.com.cn/n1/2024/0125/c1011-40166515.html	人民网北京1月25日电 （陈羽）今天下午，国防部举行例行记者会，国防部新闻局局长、国防部新闻发言人吴谦大校回答了记者提问。
military	国防部：解放军和武警部队官兵紧急出动投入抢险救灾	2024-01-25	http://military.people.com.cn/n1/2024/0125/c1011-40166515.html	有记者问：据报道，受暴雪影响，新疆阿勒泰地区近期发生雪崩，道路受阻，部分群众被困。新疆军区某陆航旅紧急派直升机飞赴现场救援。请发言人进一步介绍有关情况。
military	国防部：解放军和武警部队官兵紧急出动投入抢险救灾	2024-01-25	http://military.people.com.cn/n1/2024/0125/c1011-40166515.html	吴谦介绍，前不久，新疆阿勒泰地区白哈巴、喀纳斯、禾木等地因持续降雪导致雪崩，道路、通信中断，游客被困滞留。新疆军区第一时间派出官兵及两架直升机，克服恶劣天候和通信不畅影响赶赴灾区救援，紧急转运被困群众88名，运送食品、药物、发电机等救援物资14.3吨，投送23名电力、通信、医疗等专业人员进入灾区救援，受困群众得到妥善安置。
military	国防部：解放军和武警部队官兵紧急出动投入抢险救灾	2024-01-25	http://military.people.com.cn/n1/2024/0125/c1011-40166515.html	吴谦表示，近日，新疆、云南等地接连发生地震、山体滑坡等自然灾害。解放军和武警部队官兵依令紧急出动、驰援灾区，全力投入抢险救援和善后处置等工作。目前，救援工作正在紧张有序进行。任务部队官兵将持续奋战在救灾一线，以实际行动保护人民群众生命财产安全。
military	国防部：中方未向巴以冲突地区提供任何武器装备	2024-01-25	http://military.people.com.cn/n1/2024/0125/c1011-40166516.html	人民网北京1月25日电 （陈羽）今天下午，国防部举行例行记者会，国防部新闻局局长、国防部新闻发言人吴谦大校回答了记者提问。
military	国防部：中方未向巴以冲突地区提供任何武器装备	2024-01-25	http://military.people.com.cn/n1/2024/0125/c1011-40166516.html	有记者问：据报道，以国防军调查显示，哈马斯在加沙地带使用大量中国制造的武器装备，包括突击步枪、榴弹发射器、步枪瞄准镜和子弹等。以方正调查相关武器装备从何种途径获取等问题。请问发言人有何评论？
military	国防部：中方未向巴以冲突地区提供任何武器装备	2024-01-25	http://military.people.com.cn/n1/2024/0125/c1011-40166516.html	吴谦表示，巴以冲突以来，中方向巴勒斯坦提供了食品、医疗等紧急援助，但从未向冲突地区提供任何武器装备。需要强调的是，中国在军品出口方面一向采取慎重负责的态度，严格遵循军品出口三原则：即有助于接受国的正当自卫能力；不损害有关地区和世界的和平、安全与稳定；不干涉接受国内政。
military	国防部：台湾永远不是一个国家 “台独”永远不可能成事	2024-01-25	http://military.people.com.cn/n1/2024/0125/c1011-40166520.html	人民网北京1月25日电 （陈羽）今天下午，国防部举行例行记者会，国防部新闻局局长、国防部新闻发言人吴谦大校回答了记者提问。
military	国防部：台湾永远不是一个国家 “台独”永远不可能成事	2024-01-25	http://military.people.com.cn/n1/2024/0125/c1011-40166520.html	有记者问：据报道，台湾外事部门称，大陆就台湾选举发布的答问不符合国际认知和两岸现状，呼吁大陆尊重选举结果。请问发言人有何评论？
military	国防部：台湾永远不是一个国家 “台独”永远不可能成事	2024-01-25	http://military.people.com.cn/n1/2024/0125/c1011-40166520.html	吴谦表示，台湾地区选举是中国的地方事务。这次台湾地区两项选举结果显示，民进党并不能代表岛内主流民意。不管岛内局势怎样变化，都不可能改变世界上只有一个中国、台湾是中国一部分的基本事实，不可能改变国际社会坚持一个中国原则的普遍共识，不可能改变中国终将实现统一的历史大势。80年前，中美英三国发表《开罗宣言》，明确规定“把日本所窃取的中国领土台湾归还中国”。1945年中美英苏联合发表的《波茨坦公告》第八条规定“《开罗宣言》条款必将实施”。1971年第26届联合国大会通过的第2758号决议明确了世界上只有一个中国，不存在“两个中国”、“一中一台”。这一系列具有国际法律效力的文件确认了台湾是中国不可分割领土的历史和法理事实。
military	国防部：台湾永远不是一个国家 “台独”永远不可能成事	2024-01-25	http://military.people.com.cn/n1/2024/0125/c1011-40166520.html	吴谦强调，中国的主权和领土从未分割，台湾是中国领土一部分的法律地位和事实从未改变，这才是台海的真正现状。台湾永远不是一个国家，“台独”永远不可能成事，外部势力分裂中国的图谋永远不会得逞。祖国统一，台湾当归。中国人民解放军将以行动说话，始终做捍卫国家主权和领土完整的钢铁长城。
military	国防部：中美两军正就海上军事安全磋商机制会议保持沟通协调	2024-01-25	http://military.people.com.cn/n1/2024/0125/c1011-40166602.html	人民网北京1月25日电 （陈羽）今天下午，国防部举行例行记者会，国防部新闻局局长、国防部新闻发言人吴谦大校回答了记者提问。
military	国防部：中美两军正就海上军事安全磋商机制会议保持沟通协调	2024-01-25	http://military.people.com.cn/n1/2024/0125/c1011-40166602.html	有记者问：今年初，中美讨论了今年两军交往计划，发言人是否可以透露双方达成哪些共识？
military	国防部：中美两军正就海上军事安全磋商机制会议保持沟通协调	2024-01-25	http://military.people.com.cn/n1/2024/0125/c1011-40166602.html	吴谦表示，中美两国元首旧金山会晤就恢复两军沟通交流达成重要共识。在双方共同努力下，两军在平等和尊重基础上稳步恢复对话磋商。目前，中美两军正就海上军事安全磋商机制会议等交往项目保持沟通协调，我们将适时发布消息。
military	国防部：东部战区联合战备警巡进一步增强打仗能力	2024-01-25	http://military.people.com.cn/n1/2024/0125/c1011-40166511.html	人民网北京1月25日电 （陈羽）今天下午，国防部举行例行记者会，国防部新闻局局长、国防部新闻发言人吴谦大校回答了记者提问。
military	国防部：东部战区联合战备警巡进一步增强打仗能力	2024-01-25	http://military.people.com.cn/n1/2024/0125/c1011-40166511.html	有记者问：台湾防务部门近期发布公告称，解放军在台湾岛周边进行了海空联合战备警巡。请问发言人，此次军事行动的目的何在？
military	国防部：东部战区联合战备警巡进一步增强打仗能力	2024-01-25	http://military.people.com.cn/n1/2024/0125/c1011-40166511.html	吴谦说，近日，中国人民解放军东部战区位台岛周边海空域组织例行性海空兵力联合战备警巡，进一步提升部队实战化训练水平，增强捍卫国家主权和领土完整的打仗能力。
military	国防部：东部战区联合战备警巡进一步增强打仗能力	2024-01-25	http://military.people.com.cn/n1/2024/0125/c1011-40166511.html	吴谦表示，中国人民解放军持续练兵备战，将继续常态组织有关军事行动。
military	国防部：中方将于4月在青岛举办第19届西太平洋海军论坛年会	2024-01-25	http://military.people.com.cn/n1/2024/0125/c1011-40166512.html	人民网北京1月25日电 （陈羽）今天下午，国防部举行例行记者会，国防部新闻局局长、国防部新闻发言人吴谦大校回答了记者提问。
military	国防部：中方将于4月在青岛举办第19届西太平洋海军论坛年会	2024-01-25	http://military.people.com.cn/n1/2024/0125/c1011-40166512.html	有记者问：据报道，日本、俄罗斯和美国等太平洋沿岸国家的海军官员参加了在南京举行的西太海军论坛工作小组会，为4月在青岛举行的西太海军论坛年会奠定基础。请发言人进一步介绍有关情况。
military	国防部：中方将于4月在青岛举办第19届西太平洋海军论坛年会	2024-01-25	http://military.people.com.cn/n1/2024/0125/c1011-40166512.html	吴谦介绍，1月16日至18日，中国海军在南京承办西太平洋海军论坛2024年工作小组会，会议采取线下和线上相结合的方式展开，论坛23个成员国和7个观察员国约70名代表参会。此次会议就论坛《章程》修订、《海上意外相遇规则》使用情况、成立无人系统议题研究工作组并由中方担任协调国等10项议题，进行了友好、坦诚、建设性地研讨交流，形成一系列初步成果，并将提交论坛年会审议表决。
military	国防部：中方将于4月在青岛举办第19届西太平洋海军论坛年会	2024-01-25	http://military.people.com.cn/n1/2024/0125/c1011-40166512.html	吴谦表示，今年4月，中方将在青岛举办第19届西太平洋海军论坛年会。同时恰逢人民海军成立75周年，海军还将举行系列活动。
military	国防部：“红鹰”飞行表演队赴老挝表演体现两军团结合作	2024-01-25	http://military.people.com.cn/n1/2024/0125/c1011-40166510.html	人民网北京1月25日电 （陈羽）今天下午，国防部举行例行记者会，国防部新闻局局长、国防部新闻发言人吴谦大校回答了记者提问。
military	国防部：“红鹰”飞行表演队赴老挝表演体现两军团结合作	2024-01-25	http://military.people.com.cn/n1/2024/0125/c1011-40166510.html	有记者问：空军“红鹰”飞行表演队参加老挝人民军建军75周年庆祝活动并进行飞行表演。请发言人进一步介绍有关情况。
military	国防部：“红鹰”飞行表演队赴老挝表演体现两军团结合作	2024-01-25	http://military.people.com.cn/n1/2024/0125/c1011-40166510.html	吴谦介绍，应老挝国防部邀请，1月17日至18日，空军“红鹰”飞行表演队教-8表演机参加老挝人民军建军75周年庆祝活动。这是中国空军飞行表演队首次赴老挝飞行表演，也是空军“红鹰”飞行表演队首次出国飞行表演，展示了八机、七机、六机、五机编队表演，四机、三机、双机特定动作表演和单机特技表演，并调整了拉烟配色，采用象征中国、老挝国旗颜色的红色、黄色、蓝色、白色，首次增加象征和平与友谊的绿色，传递中国空军珍爱和平、珍视友谊、自信开放的风采。劲舞蓝天，友谊长存。中国空军以飞行表演的独特方式，向老挝人民军致以节日祝贺，生动体现了中老两军的传统友谊和团结合作。
military	国防部批驳美《国防工业战略》	2024-01-25	http://military.people.com.cn/n1/2024/0125/c1011-40166508.html	人民网北京1月25日电 （陈羽）今天下午，国防部举行例行记者会，国防部新闻局局长、国防部新闻发言人吴谦大校回答了记者提问。
military	国防部批驳美《国防工业战略》	2024-01-25	http://military.people.com.cn/n1/2024/0125/c1011-40166508.html	有记者问：据报道，美国防部近期发布首份《国防工业战略》，提出同印太国家合作建立强大的国防工业基础和生产能力，为该地区未来潜在冲突做好准备。美国助理国防部长称，中国颠覆现有国际秩序的威胁越来越大，美国迫切需要巩固国防工业基础。请问发言人有何评论？
military	国防部批驳美《国防工业战略》	2024-01-25	http://military.people.com.cn/n1/2024/0125/c1011-40166508.html	吴谦表示，美方报告故意拿中国说事，炒作并不存在的“中国威胁”，对此中方坚决反对。事实一再证明，中国军事力量的发展，始终是世界和平力量的发展。这一点国际社会是有公论的，美方的污蔑指责完全无效。同时我们要指出，中方坚决反对美方在亚太地区搞小圈子，鼓动阵营对抗。
military	国防部：坚决反对菲方在中国南沙岛礁上开展建设活动	2024-01-25	http://military.people.com.cn/n1/2024/0125/c1011-40166514.html	人民网北京1月25日电 （陈羽）今天下午，国防部举行例行记者会，国防部新闻局局长、国防部新闻发言人吴谦大校回答了记者提问。
military	国防部：坚决反对菲方在中国南沙岛礁上开展建设活动	2024-01-25	http://military.people.com.cn/n1/2024/0125/c1011-40166514.html	有记者问：据报道，菲律宾武装部队总参谋长近日称，菲计划开发南海岛礁，并购买更多船只和雷达。有分析认为，菲方还有意在南海建设前哨基地。中国军方是否允许？
military	国防部：坚决反对菲方在中国南沙岛礁上开展建设活动	2024-01-25	http://military.people.com.cn/n1/2024/0125/c1011-40166514.html	吴谦强调，中国对南沙群岛及其附近海域拥有无可争辩的主权，这有着充分的历史和法理依据。中方坚决反对菲方在非法侵占的中国南沙岛礁上开展任何形式的建设活动。
military	国防部：坚决反对菲方在中国南沙岛礁上开展建设活动	2024-01-25	http://military.people.com.cn/n1/2024/0125/c1011-40166514.html	吴谦表示，当前中菲关系面临困难，根源在于菲方背信弃义，勾结域外大国，不断在南海侵权挑衅，损害中方正当合法权益。我们要求菲方尊重历史，认清现实，不要沿着错误的道路走下去。中方愿与菲方通过双边对话协商解决分歧，但如果菲方一意孤行，中方必将予以坚决反制。
military	国防部：美方停止危险挑衅才是避免海空意外事件的根本之策	2024-01-25	http://military.people.com.cn/n1/2024/0125/c1011-40166506.html	人民网北京1月25日电 （陈羽）今天下午，国防部举行例行记者会，国防部新闻局局长、国防部新闻发言人吴谦大校回答了记者提问。
military	国防部：美方停止危险挑衅才是避免海空意外事件的根本之策	2024-01-25	http://military.people.com.cn/n1/2024/0125/c1011-40166506.html	有记者问：中美举行第17次国防部工作会晤上，中方强调美方应充分认清海空安全问题根源，严格约束一线部队。但美方称将继续在国际法允许的范围内飞行和航行。请问发言人对此有何评论？
military	国防部：美方停止危险挑衅才是避免海空意外事件的根本之策	2024-01-25	http://military.people.com.cn/n1/2024/0125/c1011-40166506.html	吴谦表示，中美海空军事安全问题的根源，在于美军舰机跑到中国家门口滋事挑衅，在中国周边海空域进行长时间、大范围、高频度的抵近活动。中国军队依法依规进行处置，有关行动正当合理、专业克制。美方应停止滥用国际法，停止一切危险挑衅行径，严格约束一线兵力活动，这才是避免海空意外事件的根本之策。
military	国防部：敦促美方在台海和南海问题上谨言慎行	2023-12-15	http://military.people.com.cn/n1/2023/1215/c1011-40139858.html	人民网北京12月15日电 （陈羽）据国防部网站消息，12月14日下午，国防部新闻局副局长、国防部新闻发言人张晓刚大校就近期涉军问题发布消息。
military	国防部：敦促美方在台海和南海问题上谨言慎行	2023-12-15	http://military.people.com.cn/n1/2023/1215/c1011-40139858.html	有记者提问，据报道，中方批评美“吉福兹”号濒海战斗舰非法闯入仁爱礁邻近海域后，美方称将继续依据国际法在包括南海和台湾海峡在内的国际水域活动。12月6日，美海军一架反潜巡逻机穿航台湾海峡。请问发言人有何评论？
military	国防部：敦促美方在台海和南海问题上谨言慎行	2023-12-15	http://military.people.com.cn/n1/2023/1215/c1011-40139858.html	张晓刚表示，中国对包括仁爱礁在内的南沙群岛及其附近海域拥有无可争辩的主权。美方军舰未经中国政府授权，非法闯入仁爱礁邻近海域，严重损害中方主权和安全，违反国际法和国际关系基本准则，破坏地区和平稳定。中方一贯尊重各国依据国际法在南海享有的航行和飞越权利，但坚决反对任何以航行和飞越自由为名危害中国主权和安全的行动。
military	国防部：敦促美方在台海和南海问题上谨言慎行	2023-12-15	http://military.people.com.cn/n1/2023/1215/c1011-40139858.html	张晓刚强调，台湾是中国领土不可分割的一部分。美方在任何时候都不要试图挑战中国捍卫国家主权和领土完整的坚定意志。根据《联合国海洋法公约》和中国国内法，台湾海峡水域分别为中国的内水、领海、毗连区和专属经济区，根本不存在所谓的“国际水域”。国际海洋法上也根本没有“国际水域”一说。美国声称台湾海峡是“国际水域”，是在为操弄台海问题，威胁中国主权安全制造借口。中方对此坚决反对。
military	国防部：敦促美方在台海和南海问题上谨言慎行	2023-12-15	http://military.people.com.cn/n1/2023/1215/c1011-40139858.html	张晓刚表示，中方再次敦促美方在台海和南海问题上谨言慎行，停止挑衅滋事，以实际行动落实两国元首达成的重要共识，为两军关系健康稳定发展营造有利氛围。
military	国防部：中方坚决反对太空军备竞赛	2023-12-15	http://military.people.com.cn/n1/2023/1215/c1011-40139857.html	人民网北京12月15日电 （陈羽）据国防部网站消息，12月14日下午，国防部新闻局副局长、国防部新闻发言人张晓刚大校就近期涉军问题发布消息。
military	国防部：中方坚决反对太空军备竞赛	2023-12-15	http://military.people.com.cn/n1/2023/1215/c1011-40139857.html	有记者提问，据报道，第78届联合国大会高票通过中俄等国共提的“不首先在太空部署武器”决议草案，重申防止太空军备竞赛目标。请问发言人有何评论？
military	国防部：中方坚决反对太空军备竞赛	2023-12-15	http://military.people.com.cn/n1/2023/1215/c1011-40139857.html	张晓刚强调，中方历来主张和平利用太空，积极推动太空国际合作，坚决反对太空武器化和太空军备竞赛。此次中俄等国共提的决议草案在联大获高票通过，充分表明国际社会支持太空军控国际法律文书谈判、反对在太空部署武器的明确态度、在太空领域推动构建人类命运共同体的意愿。
military	国防部：中方坚决反对太空军备竞赛	2023-12-15	http://military.people.com.cn/n1/2023/1215/c1011-40139857.html	张晓刚表示，个别大国逆潮流而动，不断推进太空武器化、战场化，极易引发太空军备竞赛，严重威胁太空安全，破坏全球战略稳定。我们敦促有关国家纠正错误做法，支持并建设性参与太空军控法律文书谈判，采取切实措施维护以国际法为基础的国际秩序。
military	国防部：陆军指挥学院举办拉美和加勒比人道主义救援减灾研讨班	2023-12-15	http://military.people.com.cn/n1/2023/1215/c1011-40139854.html	人民网北京12月15日电 （陈羽）据国防部网站消息，12月14日下午，国防部新闻局副局长、国防部新闻发言人张晓刚大校就近期涉军问题发布消息。
military	国防部：陆军指挥学院举办拉美和加勒比人道主义救援减灾研讨班	2023-12-15	http://military.people.com.cn/n1/2023/1215/c1011-40139854.html	张晓刚介绍，12月14日至20日，中国人民解放军陆军指挥学院在南京举办拉美和加勒比人道主义救援减灾研讨班，邀请乌拉圭、尼加拉瓜、哥斯达黎加等国人员参加。研讨班旨在探讨交流国际人道主义救援减灾理论与实践、法律法规及应急救援体系建设经验做法，深化中拉灾害管理领域的交流合作，提升拉美和加勒比各国人道主义救援减灾能力。
military	国防部新闻发言人张晓刚就菲美炒作仁爱礁问题答记者问	2023-12-15	http://military.people.com.cn/n1/2023/1215/c1011-40139853.html	人民网北京12月15日电 （陈羽）据国防部网站消息，国防部新闻发言人张晓刚就菲美炒作仁爱礁问题回答了记者提问。
military	国防部新闻发言人张晓刚就菲美炒作仁爱礁问题答记者问	2023-12-15	http://military.people.com.cn/n1/2023/1215/c1011-40139853.html	有记者提问，据报道，近日菲律宾派遣船只冲闯中国南沙群岛仁爱礁海域，菲武装部队总参谋长等登上仁爱礁非法“坐滩”军舰并炒作，同时美方呼吁中国停止有关拦阻行动。请问对此有何评论？
military	国防部新闻发言人张晓刚就菲美炒作仁爱礁问题答记者问	2023-12-15	http://military.people.com.cn/n1/2023/1215/c1011-40139853.html	张晓刚表示，12月10日，菲方不顾中方一再劝阻和警告，执意派出船只擅自闯入中国南沙群岛仁爱礁邻近海域，企图向仁爱礁非法“坐滩”军舰运送建筑物资。期间，菲方船只故意“碰瓷”，以危险方式冲撞中国海警船导致刮蹭，菲军方一些人员还混上非法“坐滩”军舰并炒作，中国海警依法采取必要措施予以规制，现场处置专业、克制、合理、合法。中国军队已就此向菲方提出严正交涉，表示强烈抗议。
military	国防部新闻发言人张晓刚就菲美炒作仁爱礁问题答记者问	2023-12-15	http://military.people.com.cn/n1/2023/1215/c1011-40139853.html	张晓刚强调，中国对包括仁爱礁在内的南沙群岛及其附近海域拥有无可争辩的主权。菲方蓄意挑衅、蓄谋炒作，严重违背《南海各方行为宣言》精神，严重破坏南海和平稳定。个别域外国家怂恿挑唆、煽风拱火、居心不良。我们敦促有关国家立即停止侵权挑衅，避免事态进一步升级恶化。中方将继续采取必要措施，坚决维护领土主权和海洋权益。
military	国防部：中俄两军组织实施第7次联合空中战略巡航	2023-12-14	http://military.people.com.cn/n1/2023/1214/c1011-40139148.html	人民网北京12月14日电 （陈羽）据国防部网站消息，根据中俄两军年度合作计划，12月14日，双方在日本海、东海相关空域组织实施第7次联合空中战略巡航。
military	闪亮的坐标 | 杜富国的弟弟杜富强：带着哥哥的骄傲坚守边防一线	2023-11-23	http://military.people.com.cn/n1/2023/1123/c1011-40124575.html	“八一勋章”获得者杜富国的弟弟杜富强写给哥哥一封家书。杜富强说：“大哥，请你放心，今后的我会带着你的支持和鼓励，继续加倍的努力，带着你的那一份骄傲，继续坚守在边防一线，守好祖国的每一寸领土！”
military	闪亮的坐标 | 杜富国的弟弟杜富强：带着哥哥的骄傲坚守边防一线	2023-11-23	http://military.people.com.cn/n1/2023/1123/c1011-40124575.html	总策划：张玉珂
military	闪亮的坐标 | 杜富国的弟弟杜富强：带着哥哥的骄傲坚守边防一线	2023-11-23	http://military.people.com.cn/n1/2023/1123/c1011-40124575.html	策划：李娜、刘云
military	闪亮的坐标 | 杜富国的弟弟杜富强：带着哥哥的骄傲坚守边防一线	2023-11-23	http://military.people.com.cn/n1/2023/1123/c1011-40124575.html	视频：王捷、张伊、刘蕊
military	闪亮的坐标 | 肖思远的弟弟肖荣基：让清澈的爱永远延续	2023-11-23	http://military.people.com.cn/n1/2023/1123/c1011-40124569.html	戍边烈士肖思远的弟弟肖荣基，追随哥哥的脚步参军入伍，成为“杨根思连”的一名战士。肖思远弟弟写给哥哥的一封家书中说到：“新时代青年当有英雄气，志存高远，心怀家国，要将个人的梦想融入强军梦、强国梦，用无悔青春传承英雄精神，让清澈的爱永远延续。”
military	闪亮的坐标 | 肖思远的弟弟肖荣基：让清澈的爱永远延续	2023-11-23	http://military.people.com.cn/n1/2023/1123/c1011-40124569.html	总策划：张玉珂
military	闪亮的坐标 | 肖思远的弟弟肖荣基：让清澈的爱永远延续	2023-11-23	http://military.people.com.cn/n1/2023/1123/c1011-40124569.html	策划：李娜、刘云
military	闪亮的坐标 | 肖思远的弟弟肖荣基：让清澈的爱永远延续	2023-11-23	http://military.people.com.cn/n1/2023/1123/c1011-40124569.html	视频：王捷、张伊、刘蕊
military	闪亮的坐标 | 重启父亲警号的她写给父亲的家书	2023-11-23	http://military.people.com.cn/n1/2023/1123/c1011-40124567.html	2020年，民警李俊因公牺牲警号封存。如今，女儿李姿逸重启父亲警号030281。在写给父亲的一封家书中，李姿逸说到：“老爸，你是女儿心中永远的骄傲和榜样。请你放心，我也会更加努力，成为一个像你一样的好警察。不忘初心，接续奋斗，勇敢担当起中华民族伟大复兴的重任。”
military	闪亮的坐标 | 重启父亲警号的她写给父亲的家书	2023-11-23	http://military.people.com.cn/n1/2023/1123/c1011-40124567.html	总策划：张玉珂
military	闪亮的坐标 | 重启父亲警号的她写给父亲的家书	2023-11-23	http://military.people.com.cn/n1/2023/1123/c1011-40124567.html	策划：李娜、刘云
military	闪亮的坐标 | 重启父亲警号的她写给父亲的家书	2023-11-23	http://military.people.com.cn/n1/2023/1123/c1011-40124567.html	视频：王捷、张伊、刘蕊
military	海军航空大学某训练团组织高强度多课目飞行训练	2023-10-31	http://military.people.com.cn/n1/2023/1031/c1011-40107072.html	近日，海军航空大学某训练团在渤海某空域，组织期班飞行学员连续开展空战对抗、低空突防等高强度多课目飞行训练，在近似实战的环境中有效检验飞行学员的技战术水平和胜战本领。
